OBJECTID,FID_,id,site_name,continent,country,latitude,longitude,year_opera,year_shut_,main_mar_t,specific_m,link_to_do,influent_s,final_use,main_objec,reference_,wgs84,wgs84_X,wgs84_Y,RASTERVALU
208,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1964,219,Jhiri (Amli),Asia,India,27.255127,76.219031,1962,-9999,In-Channel Modification,Check dam,<a href='https://inowas.com/mar-methods/recharge-dams/' target='_blank'>Recharge dams</a>,River water,Agricultural,Maximize Natural Storage,"<a href='https://doi.org/10.1016/j.agwat.2010.09.003' target='_blank'>Glendenning, C. J., and R. W. Vervoort. 2010. Hydrological Impacts of Rainwater Harvesting (RWH) in a Case Study Catchment: The Arvari River, Rajasthan, India. Part 1: Field-Scale Impa",76.219031 27.255127,27.255127,76.219031,261.2086792
209,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1965,35,Williston,Africa,South Africa,-31.624083,21.216791,-9999,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Groundwater,Domestic,Maximize Natural Storage,"<a href='http://www.artificialrecharge.co.za/booklet/AR_Booklet_13Jan2011.pdf' target='_blank'>Murray, R., and J. Harris. 2010. Water Banking: A Practical Guide to Using Artificial Groundwater Recharge. Pretoria, South Africa: Department of Water Affairs",21.216791 -31.624083,-31.624083,21.216791,39.55266571
210,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1966,383,Appoigny,Europe,France,47.87689825,3.527624844,1968,1972,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),River water,Environmental,Physical Aquifer Management,"<a href='http://infoterre.brgm.fr/rapports/RP-61821-FR.pdf' target='_blank'>Casanova J., Cagnimel M., Devau N., Pettenati M., Stollsteiner Ph. (2012)  Recharge artificielle des eaux souterraines : état de l’art et perspectives. Rapport final. BRGM/RP-",3.5276248437064 47.8768982472568,47.87689825,3.527624844,353.5666809
211,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1967,1307,Flammerans,Europe,France,47.2303313,5.447404674,-9999,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),River water,no data,no data,"<a href='http://infoterre.brgm.fr/rapports/RP-61821-FR.pdf' target='_blank'>Casanova J., Cagnimel M., Devau N., Pettenati M., Stollsteiner Ph. (2012)  Recharge artificielle des eaux souterraines : état de l’art et perspectives. Rapport final. BRGM/RP-",5.4474046738141 47.230331297811,47.2303313,5.447404674,606.5079956
212,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1968,852,Llohué,South America,Chile,-36.30344636,-72.46431222,2003,-9999,Rainwater and Run-off Harvesting,Trenches,<a href='https://inowas.com/mar-methods/trenches/' target='_blank'>Trenches</a>,Storm water,Ecological,Ecological Benefits,no data,-108.7677586,0,0,505.7000122
213,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1969,674,Bolivar,Oceania,Australia,-34.731404,138.559448,1999,2010,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Reclaimed wastewater,Domestic,Maximize Natural Storage,"<a href='http://www.clw.csiro.au/publications/waterforahealthycountry/2010/wfhc-bolivar-asr.pdf' target='_blank'>Barry, K., J. L. Vanderzalm, P. Pavelic, R. Regel, R. May, P. J. Dillon, J. Sidhu, and K. Levett. 2010. Bolivar Reclaimed Water Aquifer Stora",138.559448 -34.731404,0,0,
214,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_196a,1088,Granite Reef Underground Storage Project (GRUSP),North America,USA,33.491674,-111.777168,1994,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),River water,Domestic,Maximize Natural Storage,"<a href='http://www.nwri-usa.org/pdfs/LluriaPresentationfinal.pdf' target='_blank'>Lluria, M. R., G. G. Small, and F. Marsh. 2011. Managed Aquifer Recharge for the Arizona Desert: The Development of Large Surface Water Spreading Facilities. Presentation",-111.777168 33.491674,0,0,53.51599884
215,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_196b,458,Hengsen,Europe,Germany,51.458,7.63,1908,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),River water,Domestic,Physical Aquifer Management,"Günther, W.J., 1990. Untersuchung über das Verhalten von Triazin-Herbiziden bei der Trinkwassergewinnung durch Untergrundpassage. Universität-GH.",7.63 51.458,51.458,7.63,
216,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_196c,595,Mancha Real,Europe,Spain,37.79,-3.61,-9999,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,no data,no data,Maximize Natural Storage,"Diaz, J.M.M., de la Orden Gomez, J.A., Geta, J.A.L., Campos, J.C.R., Gonzalez-Ramon, A., Machuca, M.M., 2002. Lessons from groundwater recharge projects in Spain in: Dillon, P. (Ed.), International symposium on artificial recharge of groundwater; Managem",-3.61 37.79,37.79,-3.61,233.0533295
217,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_196d,1120,"Tacoma Public Utilities Building – 13A1, B1",North America,USA,47.227693,-122.485958,-9999,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Groundwater,Industrial,Other Benefits,"<a href='http://pubs.er.usgs.gov/publication/wsp1594C?currow=684.' target='_blank'>Price, D., D. H. Hart, and B. L. Foxworthy. 1965. Artificial Recharge in Oregon and Washington 1962. 1594-C. Water Supply Paper. U.S. Geological Survey. http://pubs.er.usg",-122.485958 47.227693,0,0,1097.702026
218,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_196e,463,Torgau-Ost,Europe,Germany,51.554,13,-9999,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,River water,Domestic,Water Quality Management,"Grischek, T., Schoenheinz, D., Worch, E., Hiscock, K., 2002. Bank-Filtration in Europe - An overview of Aquifer Conditions and hydraulic Controls, in: Dillon, P. (Ed.), Management of aquifer recharge for sustainabily, p. p. 488.",13 51.554,51.554,13,489.3106689
219,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_196f,1036,Foothill Municipal Water District,North America,USA,34.455083,-119.733806,1994,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Tap water,no data,no data,"<a href='http://www.asrforum.com/picturepages/OperASRUS052404.pdf' target='_blank'>Pyne, R. D. G. 2004. Known Operating ASR Systems in the United States (as of May 2004). ASR Systems LLC. http://www.asrforum.com/picturepages/OperASRUS052404.pdf</a>",-119.733806 34.455083,0,0,60.72733307
220,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1970,397,Beelitzhof,Europe,Germany,52.43,13.18,1888,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,River water,Domestic,Water Quality Management,"Zippel, M., Huber, A., 2007. Hydrologische Berechnungen zum Nachweis des Grundwasserdargebotes für die Wasserwerke Friedrichshagen, Kaulsdorf, Wuhlheide, Johannisthal, Buch, Altglienicke der Berliner Wasserbetriebe.",13.18 52.43,52.43,13.18,
221,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1971,482,Nardò,Europe,Italy,40.176,18.028,1991,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage using wells,<a href='https://inowas.com/mar-methods/shallow-wells-shafts-and-pits-infiltration/' target='_blank'>Shallow well/shaft/pit infiltration</a>,River water,Agricultural,Physical Aquifer Management,"Ayuso-Gabella, N., Page, D., Masciopinto, C., Aharoni, A., Salgot, M., Wintgens, T., 2011. Quantifying the effect of Managed Aquifer Recharge on the microbiological human health risks of irrigating crops with recycled water. Agricultural Water Management",18.028 40.176,40.176,18.028,239.9693298
222,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1972,1341,La Mitidja Big Bag,Africa,Algeria,36.538316,3.061936,2002,-9999,Spreading Methods,no data,no data,River water,Agricultural,no data,ANRH 2012,3.061936 36.538316,36.538316,3.061936,231.8580017
223,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1973,265,Fakhrabad,Asia,Iran,31.635948,54.345453,2007,-9999,In-Channel Modification,Check dam,<a href='https://inowas.com/mar-methods/recharge-dams/' target='_blank'>Recharge dams</a>,River water,Agricultural,Maximize Natural Storage,"<a href='http://unesdoc.unesco.org/images/0014/001492/149210e.pdf' target='_blank'>Salajegheh, A., and A. R. Keshtkar. 2006. Investigation of Water Spreading Effects on Water Table of Aquifer in Arid and Semi-Arid Regions. In Recharge Systems for Protect",54.345453 31.635948,31.635948,54.345453,60.32466507
224,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1974,1122,"West Coast Telephone Co. building – 31A1,A2",North America,USA,47.961856,-122.221574,-9999,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Groundwater,Industrial,Other Benefits,"<a href='http://pubs.er.usgs.gov/publication/wsp1594C?currow=684.' target='_blank'>Price, D., D. H. Hart, and B. L. Foxworthy. 1965. Artificial Recharge in Oregon and Washington 1962. 1594-C. Water Supply Paper. U.S. Geological Survey. http://pubs.er.usg",-122.221574 47.961856,0,0,1097.702026
225,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1975,1145,City of Lincoln – collector wells,North America,USA,41.056019,-96.321379,-9999,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,River water,Domestic,no data,"Verstraeten, I. M., E. M. Thurman, M. E. Lindsey, E. C. Lee, and R. D. Smith. 2002. Changes in Concentrations of Triazine and Acetamide Herbicides by Bank Filtration, Ozonation, and Chlorination in a Public Water Supply. Journal of Hydrology 266 (3-4): 1",-96.321379 41.056019,0,0,66.26667023
226,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1976,139,Shifosi,Asia,China,42.147266,123.343543,-9999,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),Storm water,Domestic,Maximize Natural Storage,"Su, D., G. Liu, and T. Shong. 1996. A discussion on groundwater back- pour in Shenyang areas (in Chinese: 沈阳地区人工回灌地下水的几点探讨). Journal of Shenyang Agricultural University 12 (52-54): 3.",123.343543 42.147266,0,0,210.5306702
227,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1977,494,Bremerberg dijk,Europe,Netherlands,52.442,5.777,1962,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,Lake water,Domestic,Maximize Natural Storage,"Stuyfzand, P., Juhàsz-Holterman, M.A., de Lange, W., 2006. Riverbank Filtration in the The Netherlands: Well Fields, Clogging and Geochemical Reactions, in: Hubbs, S. (Ed.), Riverbank Filtration Hydrology. Springer The Netherlands, pp. 119-153.",5.777 52.442,52.442,5.777,
228,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1978,166,"Jinshui, Zhengzhou",Asia,China,34.82362,113.705344,2009,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),River water,Ecological,Water Quality Management,"Jin, M., Z. Luo, X. Liang, J. Bao, M. Li, and P. Li. 2012. Security System of Water Quality for Groundwater Recharge with Infiltration Basin and Reclaimed Water (in Chinese: 再生水地表回灌补给地下水的水质安全保障体系). Earth Science",113.705344 34.82362,0,0,147.5053406
229,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1979,625,Derby,Europe,United Kingdom,53.19287,-1.678162,-9999,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,River water,Domestic,Water Quality Management,"Ray, C., Schubert, J., Melin, G., Linsky, R.B., 2003. Introduction. Kluwer Academic Publishers.",-1.678162 53.19287,53.19287,-1.678162,
230,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_197a,944,Springfield,North America,USA,44.024614,-123.02081,-9999,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,River water,Domestic,Physical Aquifer Management,"<a href='http://pubs.er.usgs.gov/publication/wsp1594C?currow=684.' target='_blank'>Price, D., D. H. Hart, and B. L. Foxworthy. 1965. Artificial Recharge in Oregon and Washington 1962. 1594-C. Water Supply Paper. U.S. Geological Survey. http://pubs.er.usg",-123.02081 44.024614,0,0,815.9286499
231,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_197b,353,Nong Taphan,Asia,Thailand,12.753379,101.258063,-9999,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,River water,no data,no data,"<a href='http://www.dina-mar.es/pdf/ismar7-proceedingsbook.pdf' target='_blank'>Pavelic, P., P. Dillon, S. Chusanathas, and K. Barry. 2012. Capturing the Lessons of ASR Failure from Trials in Unconsolidated Aquifers. In Achieving Ground Water Supply Sust",101.258063 12.753379,0,0,1205.890625
232,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_197c,485,Monteccio Precalcino,Europe,Italy,45.698,11.523,2010,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage using wells,<a href='https://inowas.com/mar-methods/shallow-wells-shafts-and-pits-infiltration/' target='_blank'>Shallow well/shaft/pit infiltration</a>,River water,no data,no data,"Battistello, d.G., Campagnolo, F., Prima, L.D., Muraro, T., Sottani, A., 2013. Esperienze di Ricarica Artificiale Degli Acquiferi in Provincia di Vicenza: risultati acquisiti e prospettive di sviluppo del metodo con pozzi disperdenti. Pr",11.523 45.698,45.698,11.523,478.7139893
233,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_197d,928,City of Walla Walla,North America,USA,46.061742,-118.346772,1999,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,River water,Ecological,Maximize Natural Storage,"<a href='http://faculty.washington.edu/dersh/Files/Project2009/Aquifer_Presentation.pdf' target='_blank'>Arvan, H., M. Golubovskiy, and K. Wood. 2009. Aquifer Storage and Recovery in Washington. Presentation Washington, D.C. faculty.washington.edu/dersh/",-118.346772 46.061742,0,0,71.99533081
