FID,id,site_name,continent,country,latitude,longitude,year_operation_start,year_shut_down,main_mar_type,specific_mar_type,link_to_documents,influent_source,final_use,main_objective,reference_author_year,wgs84
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1beb,739,Lower Flagstone Creek Weir  (Lockyer Valley),Oceania,Australia,-27.592346,152.142102,-9999,-9999,In-Channel Modification,Check dam,<a href='https://inowas.com/mar-methods/recharge-dams/' target='_blank'>Recharge dams</a>,River water,Ecological,Maximize Natural Storage,"<a href='https://qldgov.softlinkhosting.com.au/liberty/opac/search.do?mode=BASIC&corporation=DERM&limit=All&action=search&anonymous=true&queryTerm=Soils+and+irrigated+land+suitability+of+the+Lockyer+Valley+alluvial+plains%2C+South-East+Queensland&resourceCollection=All&branch=All&operator=AND#' target='_blank'>Powell, B., J. Loi, and N. G. Christianos. 2002. Soils and Irrigated Land Suitability of the Lockyer Valley Alluvial Plains, South-East Queensland. QNRM01215. Land Resources Bulletin. Queensland, Australia: Department of Natural Resources and Mines. https://qldgov.softlinkhosting.com.au/liberty/opac/search.do?mode=BASIC&corporation=DERM&limit=All&action=search&anonymous=true&queryTerm=Soils+and+irrigated+land+suitability+of+the+Lockyer+Valley+alluvial+plains%2C+South-East+Queensland&resourceCollection=All&branch=All&operator=AND#</a>",152.142102 -27.592346
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bec,326,Al Ansab,Asia,Oman,23.548235,58.343948,1993,-9999,In-Channel Modification,Check dam,<a href='https://inowas.com/mar-methods/recharge-dams/' target='_blank'>Recharge dams</a>,River water,Agricultural,Physical Aquifer Management,"Abdalla, O. A. E., and A. S. Al-Rawahi. 2013. Groundwater Recharge Dams in Arid Areas as Tools for Aquifer Replenishment and Mitigating Seawater Intrusion: Example of AlKhod, Oman. Environmental Earth Sciences 69 (6): 1951–1962. doi:10.1007/s12665-012-2028-x.",58.343948 23.548235
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bed,26,Atlantis Water Resource Management Scheme (AWRMS),Africa,South Africa,-33.628087,18.449092,1994,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),Reclaimed wastewater,Domestic,Maximize Natural Storage,"<a href='www.artificialrecharge.co.za/casestudies/Atlantis_final_10August2010.pdf' target='_blank'>Tredoux, G., and J. Cain. 2010. The Atlantis Water Resource Management Scheme: 30 Years of Artificial Groundwater Recharge. P RSA 000/00/11609/10 - Activity 17 (AR5.1). Pretoria, South Africa: Department of Water Affairs. www.artificialrecharge.co.za/casestudies/Atlantis_final_10August2010.pdf</a>",18.449092 -33.628087
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bee,324,Kampung Jenderam Hilir – well No. 2,Asia,Malaysia,2.89234,101.720818,2001,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,River water,Agricultural,Water Quality Management,"Shamsuddin, M. K. N., W. N. A. Sulaiman, S. Suratman, M. P. Zakaria, and K. Samuding. 2014. Groundwater and Surface-Water Utilisation Using a Bank Infiltration Technique in Malaysia. Hydrogeology Journal 22 (3): 543–564. doi:10.1007/s10040-014-1122-4.",101.720818 2.89234
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bef,638,Comarca Lagunera,North America,Mexico,25.55,-103.433333,1991,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),Lake water,Agricultural,Physical Aquifer Management,"Lara, F. 2003. Feasibility Study for Artificial Aquifer Recharge at the Comarca Lagunera Aquifer, Coahuila, Mexico. In 11th Biennial Symposium on the Groundwater Recharge, Phoenix, AZ, June 5-7, 2003. Phoenix, AZ: Arizona Hydrological Society, Arizona Department of Water Resources, Salt River Project, U.S. Water Conservation Laboratory of USDA-ARS.",-103.433333 25.55
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bf0,612,Södertälje,Europe,Sweden,59.195,17.625,-9999,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),Lake water,Domestic,no data,"Bowen, H., 1986. Groundwater. Elsevier applied Science Publishers.",17.625 59.195
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bf1,132,Xian,Asia,China,34.322784,108.931544,2002,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage using wells,<a href='https://inowas.com/mar-methods/shallow-wells-shafts-and-pits-infiltration/' target='_blank'>Shallow well/shaft/pit infiltration</a>,River water,Domestic,Physical Aquifer Management,"Hao, J. 2011. Divide of Groundwater Overdraft zone and analysis of Ecological Restoration in Xi’an (in Chinese: 西安市地下水超采区划分及生态修复量研究).",108.931544 34.322784
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bf2,1086,Westbrook Ave. ASR Site,North America,USA,34.22335,-77.833933,-9999,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,no data,no data,no data,"Pyne, R. D. G. 2007. Overview of Aquifer Storage Recovery in the USA and the World. Presentation presented at the Conference on Aquifer Storage Recovery and Artificial Recharge in Oregon, “Overcoming Technical, Regulatory and Social Challenges,” November 7. water.oregonstate.edu/asr/presentations/Pyne.pdf.",-77.833933 34.22335
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bf3,300,Rokugo basin 2,Asia,Japan,39.416667,140.568056,-9999,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),River water,no data,Physical Aquifer Management,"Hida, N., and M. Kagabu. 2009. Managed Aquifer Recharge (MAR): The Relationship between Surface Water Temperature in Recharge Basin and Groundwater Temperature-The Case of the Rokugo Alluvial Fan, in Northern Japan. Journal of Japanese Association of Hydrological Sciences 38 (3): 117–122. doi:10.4145/jahs.38.117.",140.568056 39.416667
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bf4,155,Qingfeng Farm,Asia,China,45.786947,133.072354,2000,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Storm water,Agricultural,Maximize Natural Storage,"Wang, B., W. Zhao, J. Chen, and Z.-C. Yao. 2004. Methods of Artificial Recharge of groundwater in Sanjiang Plain (in Chinese: 三江平原人工回灌地下水的有效途径与方法). Water Conservancy Science and Technology and Economy 10 (2): 74–75. doi:1006-7175(2004)02-0074-02.",133.072354 45.786947
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bf5,1053,United Water,North America,USA,43.576807,-116.283314,-9999,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,no data,no data,no data,"<a href='http://www.asrforum.com/picturepages/OperASRUS052404.pdf' target='_blank'>Pyne, R. D. G. 2004. Known Operating ASR Systems in the United States (as of May 2004). ASR Systems LLC. http://www.asrforum.com/picturepages/OperASRUS052404.pdf</a>",-116.283314 43.576807
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bf6,929,Redmond ASR,North America,USA,47.677008,-122.10887,-9999,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,no data,no data,no data,"<a href='http://faculty.washington.edu/dersh/Files/Project2009/Aquifer_Presentation.pdf' target='_blank'>Arvan, H., M. Golubovskiy, and K. Wood. 2009. Aquifer Storage and Recovery in Washington. Presentation Washington, D.C. faculty.washington.edu/dersh/Files/Project2009/Aquifer_Presentation.pdf.</a>",-122.10887 47.677008
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bf7,1335,Agon-Coutainville,Europe,France,49.05527778,-1.59444444,2003,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),Reclaimed wastewater,Environmental,Water Quality Management,<a href='http://aquanes.eu/Default.aspx?t=1661' target='_blank'>http://aquanes.eu/Default.aspx?t=1661</a>,-1.59444444 49.05527778
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bf8,888,Springtree – City of Sunrise ASR System,North America,USA,26.1758333,-80.2611111,-9999,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,no data,no data,no data,"Mirecki, J. E. 2004. Water-Quality Changes During Cycle Tests at Aquifer Storage Recovery (ASR) Systems of South Florida. ERDC/EL TR-04-8. Vicksburg, MS, USA: Environmental Laboratory, U.S. Army Engineer Research and Development Center.",-80.2611111 26.1758333
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bf9,646,Cuenca del Río Sonora,North America,Mexico,29.068506,-110.954286,2010,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),Reclaimed wastewater,Domestic,Water Quality Management,"Mendoza Mata, A., A. Palma Nava, and F. J. González Villareal. 2012. Anteproyecto de recarga artificial de acuíferos en la cuenca del Río Sonora. In XXII Congreso Nacional de Hidráulica. Acapulco, Mexico: AMH.",-110.954286 29.068506
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bfa,1118,"Federal Savings & Loan Association Building - 27G1,2",North America,USA,45.630385,-122.670789,-9999,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Groundwater,Industrial,Other Benefits,"<a href='http://pubs.er.usgs.gov/publication/wsp1594C?currow=684.' target='_blank'>Price, D., D. H. Hart, and B. L. Foxworthy. 1965. Artificial Recharge in Oregon and Washington 1962. 1594-C. Water Supply Paper. U.S. Geological Survey. http://pubs.er.usgs.gov/publication/wsp1594C?currow=684.</a>",-122.670789 45.630385
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bfb,645,Valles Centrales de Oaxaca,North America,Mexico,16.964935,-96.578188,2004,-9999,In-Channel Modification,Channel infiltration/spreading,<a href='https://inowas.com/mar-methods/channel-spreading/' target='_blank'>Channel spreading</a>,River water,Domestic,Physical Aquifer Management,"Aragón Sulik, M. D., V. J. Morales Domínguez, and T. Caballero Aquino. 2006. Sistema para la recarga del manto freático en una comunidad del Distrito de Tlacolula, Oaxaca, México. Naturaleza y Desarrollo 4 (2): 17–22.",-96.578188 16.964935
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bfc,755,Aquífero Cauê – Área de influência Fechos Auxiliar,South America,Brasil,-7.78,-60.9,-9999,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),Storm water,Ecological,Maximize Natural Storage,"<a href='https://aguassubterraneas.abas.org/asubterraneas/article/view/27614/17871' target='_blank'>Bertachini, M. N., A. C. Bertachini, B. A. Pereira, C. A. P. Grandchamp, F. S. Nunes, and M. P. Filho. 2012. Estudos sobre os efeitos da Recarga Artificial (RA) sobre o Aquífero Cauê, no Quadrilátero Ferrífero-MG. R. Águas Subter. 0 (0). http://aguassubterraneas.abas.org/asubterraneas/article/view/27614.</a>",-68.68
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bfd,497,Culemborg,Europe,Netherlands,51.948,5.233,1911,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,River water,Domestic,Water Quality Management,"Stuyfzand, P.J., Doomen, A., 2004. The Dutch experience with MARS (Managed Aquifer Recharge and Storage) - A review of facilities, techniques and tools.",5.233 51.948
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bfe,421,Mündelheim,Europe,Germany,51.369,6.688,-9999,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,River water,Domestic,Water Quality Management,"Furrer, R., Fleig, M., Brauch, H.J., 2000. Wasserförderung und -aufbereitung im Rheineinzugsgebiet. Rheinthemen 2.",6.688 51.369
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1bff,117,"Fengtai, Peking",Asia,China,39.829667,116.248785,1995,-9999,Spreading Methods,Surface flooding and ditch-and-furrow,<a href='https://inowas.com/mar-methods/ditches-and-furrows/' target='_blank'>Ditches and furrows</a>,River water,Domestic,Physical Aquifer Management,***. 1996. Significant effect  in groundwater recharge in Yongding River  (in Chinese: 永定河沿岸地下水回灌效果显著).,116.248785 39.829667
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1c00,211,Har Ki Pauri,Asia,India,29.961269,78.175776,2004,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,River water,Domestic,Water Quality Management,"Dash, R. R., E. V. P. Bhanu Prakash, P. Kumar, I. Mehrotra, C. Sandhu, and T. Grischek. 2010. River Bank Filtration in Haridwar, India: Removal of Turbidity, Organics and Bacteria. Hydrogeology Journal 18 (4): 973–983. doi:10.1007/s10040-010-0574-4.",78.175776 29.961269
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1c01,165,Jinlang Shangquan,Asia,China,41.775012,123.440514,2013,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage using wells,<a href='https://inowas.com/mar-methods/shallow-wells-shafts-and-pits-infiltration/' target='_blank'>Shallow well/shaft/pit infiltration</a>,River water,Ecological,Other Benefits,"Liu, J., and W. Dai. 2013. Reserch on Attenuation Characteristic of Recharge During Pressure Recharge (in Chinese: 压力回灌中回灌量衰减因素探讨). Economic Irrigation 8: 52–59. doi:1007-4929(2013)08-0052-02.",123.440514 41.775012
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1c02,1049,Ankeny ASR,North America,USA,41.729115,-93.610611,-9999,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Tap water,no data,Maximize Natural Storage,"<a href='http://www.asrforum.com/picturepages/OperASRUS052404.pdf' target='_blank'>Pyne, R. D. G. 2004. Known Operating ASR Systems in the United States (as of May 2004). ASR Systems LLC. http://www.asrforum.com/picturepages/OperASRUS052404.pdf</a>",-93.610611 41.729115
